ら,ラッピィ～,幸運,
ら,るんピカ,お洒落,
わ,わささ,たくさん,
わ,わたた,あわてる,
わ,ワワワ～,歌う,
わ,ワンダちゅ,素敵,
・・・,・・・,・・・,・・・
は,はむはー,あいさつ,あいさつ
た,ちゅ～ラブー,愛してる,あいしてる
は,ポイっちょ,あきらめる,あきらめる
は,プレーぜる,あげる,あげる
ま,むちゅちゅ,遊ぶ,あそぶ
あ,あちゅちゅ,あつい,あつい
さ,サンちゅ,ありがとう,ありがとう
ま,もっちょ,アルコール,アルコール
わ,わたた,あわてる,あわてる
や,やーノン,いいえ,いいえ
あ,うにに～,イケてな～い,いけてない
た,ちょびりんき,イケてる～,いけてる
か,クイッちゅ,急ぐ,いそぐ
あ,アウチッチ,痛い,いたい
な,ナイ～ん,失う,うしなう
わ,ワワワ～,歌う,うたう
あ,うりり～,売る,うるさい
か,がちゃちゃ,うるさい,うるさい
あ,うれぴっプル,嬉しい,うれしい
か,かなで～る,演奏,えんそう
た,デリちゅ,美味しい,おいしい
た,どっかり,大きい,おおきい
ま,めちゅ～っ,起こった,おこった
あ,あとチョッチ,おしいっ,おしいっ
は,ぺちゃちゃ,おしゃべり,おしゃべり
ら,るんピカ,お洒落,おしゃれ
た,どすこイッチ,押す,おす
か,クリんぱ,おそうじ,おそうじ
あ,おぞぞ～,おそろしい,おそろしい
は,ばくドキ,驚く,おどろく
は,ポンぽポン,おなかいっぱい,おなかいっぱい
は,ペコすきー,おなかすいた,おなかすいた
な,ねがちゅる,お願い,おねがい
あ,おめでっちゅ,おめでとう,おめでとう
あ,おもろぷぅ,おもしろい,おもしろい
か,くんかくんか,かぐ,かぐ
か,こそそ,隠れる,かくれる
か,かしかし,かじる,かじる
か,がっちりん,かたい,かたい
か,ぐるマ～ニ,かたぐるま,かたぐるま
は,べそきゅー,かなしい,かなしい
は,ぷりちゅ～,カワイイ,カワイイ
か,かわルンバ,かわる,かわる
か,がんばリン,がんばれっ,がんばれっ
は,パーへくち,カンペキ,カンペキ
は,ピピンッ,気が付く,きがつく
は,ぴくぴ,聞こえる,きこえる
あ,あかいトーン,きずな,きずな
あ,あわせっち,協力,きょうりょく
た,ぢぢぢぃ～,嫌い,きらい
は,びゅ～りっほ,きれい,きれい
ら,ラッピィ～,幸運,こううん
か,こまっち,困る,こまる
た,ちゃいっ,ごめんなさい,ごめんなさい
は,ぼっち,さみしい,さみしい
は,ひえビッチ,寒い,さむい
は,バイきゅー,さようなら,さようなら
あ,ウ～ラ～ラ～,幸せ,しあわせ
さ,しょーなっち,仕方がない,しかたがない
さ,シビビーン,しびれる,しびれる
さ,じめるるん,湿る,しめる
は,フリックる,自由,じゆう
か,がちゅん,ショック,ショック
さ,しんパイン,心配する,しんぱいする
た,ちゅきリーナ,好き,すき
さ,しーちゅる,すけてる,すけてる
か,ぐれいちゅ,すごい,すごい
わ,ワンダちゅ,素敵,すてき
か,くりっくり,そっくり,そっくり
あ,あたっちゅ,体当たり,たいあたり
た,ダイジョッビ,大丈夫,だいじょうぶ
た,ディアディア～ン,大切,たいせつ
わ,わささ,たくさん,たくさん
な,ノッくん,叩く,たたく
た,たのモッちぃ,たのもしい,たのもしい
ま,もひもひ,食べる,たべる
た,ちぴっと,小さい,ちいさい
ま,まっちゅる,力持ち,ちからもち
か,クレレッ,ちょーだい,ちょーだい
た,でろろん,疲れる,つかれる
た,デンデン,伝える,つたえる
た,つっつん,つつく,つつく
ま,むっほっほ,強い,つよい
か,ゲチュー,手に入れる,てにいれる
た,ちーぷる,トイレ,トイレ
た,ともち,ともだち,ともだち
は,ポチッっと,取り付ける,とりつける
ま,まいちー,どんまい,どんまい
は,ひそそ,内緒,ないしょ
や,よっちー,仲良し,なかよし
た,ターゲッちゅ,狙う,ねらう
さ,すかぴー,寝る,ねる
な,のぼちゅ,のぼる,のぼる
な,のるるン,乗る,のぼる
な,のんたる,のんびり,のんびり
あ,イエーっちゅ,はい,はい
た,てれらん,恥ずかしい,はずかしい
あ,オフるん,はずす,はずす
は,バレりっち,バレる,バレる
あ,うちゃー,反省,はんせい
か,ガリッちょ,ひっかく,ひっかく
は,ぱる,引っ張る,ひっぱる
は,はなマルっち,100点!,ひゃくてん
さ,セサミん,開く,ひらく
は,びろろ～ん,広い,ひろい
は,ブクブク,深い,ふかい
ま,みちゅてる,不思議,ふしぎ
は,ブラリンちょ,ぶら下がる,ぶらさがる
は,フラランちゅ,フラフラする,フラフラする
は,ピーちゅ,平和,へいわ
か,がくちゅ,勉強する,べんきょうする
ま,マジフル,ホント,ホント
あ,うぇいきゅー,待つ,まつ
ま,まもっち,守る,まもる
か,くるリン,まわる,まわる
は,ピカッシュ,磨く,みがく
は,ぱぱらーん,見せる,みせる
か,キョロリン,見る,みる
は,パチっと,目覚める,めざめる
ま,めざちゅルン,目標,もくひょう
ま,もぐちゅ,もぐる,もぐる
は,ぷっぷく,持ち運ぶ,もちはこぶ
た,ドンチャカ,盛り上がる,もりあがる
か,げんまる,約束,やくそく
は,ふに～,やさしい,やさしい
は,ぶれぶー,勇気,ゆうき
や,やほほーい,呼ぶ,よぶ
は,バルっち,ライバル,ライバル
は,ポケらん,忘れる,わすれる
は,プキキ,笑う,わらう
か,ぐれえてる,悪い子,わるいこ
・・・,・・・,・・・,・・・
